image,x,y,w,h,contrast,area_px,aspect,fill,polarity,sat_frac,dark_frac,on_grid8,near_edge,matches,evidence_class,score,verdict,flags
M116861500ME_pyr_enh.png,136,7840,12,24,1.65,288,2.0,0.667,dark,0.0,0.319,True,False,0,2,32.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861500ME_pyr_enh.png,64,8288,12,24,1.65,288,2.0,0.722,bright,0.0,0.0,True,False,0,2,32.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861918ME_pyr_enh.png,1916,2924,36,16,1.68,576,2.25,0.472,bright,0.009,0.059,False,False,0,2,32.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862038ME_pyr_enh.png,1216,2064,32,28,1.45,896,1.14,0.536,dark,0.006,0.26,True,False,0,2,32.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862038ME_pyr_enh.png,1112,3404,64,20,0.11,1280,3.2,0.35,dark,0.001,0.187,False,False,0,2,32.9,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
M116862038ME_pyr_enh.png,1092,4060,24,12,1.65,288,2.0,0.722,bright,0.135,0.0,False,False,0,2,32.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862038ME_pyr_enh.png,1588,5532,28,12,1.71,336,2.33,0.571,bright,0.0,0.0,False,False,0,2,32.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862038ME_pyr_enh.png,1276,7028,16,28,1.59,448,1.75,0.5,bright,0.165,0.312,False,False,0,2,32.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862038ME_pyr_enh.png,692,7788,12,24,1.65,288,2.0,0.722,bright,0.253,0.111,False,False,0,2,32.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862235ME_pyr_enh.png,592,8188,24,16,1.55,384,1.5,0.5,bright,0.0,0.0,False,False,0,2,32.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862235ME_pyr_enh.png,1836,9368,12,32,1.77,384,2.67,0.625,bright,0.0,0.0,False,False,0,2,32.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862430ME_pyr_enh.png,660,1036,20,28,1.52,560,1.4,0.514,bright,0.075,0.014,False,False,0,2,32.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862430ME_pyr_enh.png,100,5828,16,24,1.55,384,1.5,0.667,bright,0.003,0.0,False,False,0,2,32.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862430ME_pyr_enh.png,1872,7672,24,28,1.47,672,1.17,0.31,bright,0.124,0.089,True,False,0,2,32.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862430ME_pyr_enh.png,1796,8664,64,172,0.6,11008,2.69,0.411,bright,0.384,0.117,False,False,0,2,32.9,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
M116862626ME_pyr_enh.png,1632,2688,40,24,1.55,960,1.67,0.417,bright,0.077,0.176,True,False,0,2,32.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862626ME_pyr_enh.png,768,3116,20,116,0.54,2320,5.8,0.552,bright,0.295,0.194,False,False,0,2,32.9,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
M116862626ME_pyr_enh.png,220,3164,40,28,1.49,1120,1.43,0.343,bright,0.0,0.251,False,False,0,2,32.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862626ME_pyr_enh.png,24,6524,12,28,1.71,336,2.33,0.619,bright,0.0,0.027,False,False,0,2,32.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862626ME_pyr_enh.png,284,8064,32,28,1.45,896,1.14,0.464,bright,0.128,0.211,False,False,0,2,32.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862822ME_pyr_enh.png,1540,6832,24,16,1.55,384,1.5,0.625,bright,0.102,0.0,False,False,0,2,32.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116863018ME_pyr_enh.png,1920,280,32,16,1.63,512,2.0,0.594,bright,0.084,0.203,True,False,0,2,32.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116863018ME_pyr_enh.png,1892,448,24,80,0.09,1920,3.33,0.383,bright,0.23,0.193,False,False,0,2,32.9,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
M116863018ME_pyr_enh.png,1884,592,20,24,1.48,480,1.2,0.467,bright,0.035,0.035,False,False,0,2,32.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116863212ME_pyr_enh.png,1004,224,24,20,1.49,480,1.2,0.567,bright,0.006,0.073,False,False,0,2,32.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116863212ME_pyr_enh.png,120,1848,12,20,1.59,240,1.67,0.867,dark,0.0,0.562,True,False,0,2,32.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116863408ME_pyr_enh.png,216,5320,20,28,1.52,560,1.4,0.571,bright,0.009,0.027,True,False,0,2,32.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116863408ME_pyr_enh.png,896,5992,28,28,1.43,784,1.0,0.469,bright,0.047,0.124,True,False,0,2,32.9,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116863408ME_pyr_enh.png,1900,6580,40,216,0.1,8640,5.4,0.317,bright,0.27,0.082,False,False,0,2,32.9,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
ESP_093487_1780_MIRB.browse_enh.png,1960,688,28,20,0.36,560,1.4,0.343,dark,0.07,0.055,True,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093487_1780_MIRB.browse_enh.png,2968,2036,20,32,0.4,640,1.6,0.375,dark,0.181,0.03,False,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093487_1780_MIRB.browse_enh.png,1676,4528,36,16,0.52,576,2.25,0.361,dark,0.0,0.078,False,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093487_1780_MRGB.browse_enh.png,1960,688,28,20,0.36,560,1.4,0.343,dark,0.07,0.055,True,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093487_1780_MRGB.browse_enh.png,2968,2036,20,32,0.4,640,1.6,0.375,dark,0.184,0.03,False,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093487_1780_MRGB.browse_enh.png,2596,6832,24,48,0.45,1152,2.0,0.319,dark,0.027,0.0,False,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093487_1780_MRGB.browse_enh.png,2340,7288,20,44,0.5,880,2.2,0.436,dark,0.001,0.159,False,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093487_1780_RED.browse_enh.png,2264,7116,32,40,0.29,1280,1.25,0.388,dark,0.123,0.046,False,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093492_2070_MRGB.browse_enh.png,448,1300,28,32,0.29,896,1.14,0.321,dark,0.094,0.022,False,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093492_2070_MRGB.browse_enh.png,2672,4476,20,32,0.4,640,1.6,0.325,dark,0.234,0.014,False,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093492_2070_MRGB.browse_enh.png,1576,4652,36,24,1.51,864,1.5,0.574,bright,0.469,0.002,False,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093492_2070_MRGB.browse_enh.png,1736,5188,36,32,0.28,1152,1.12,0.458,dark,0.125,0.0,False,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093492_2070_RED.browse_enh.png,448,1300,28,32,0.29,896,1.14,0.321,dark,0.129,0.028,False,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093492_2070_RED.browse_enh.png,3692,2312,36,236,0.32,8496,6.56,0.169,bright,0.024,0.338,False,False,0,2,32.8,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
ESP_093492_2070_RED.browse_enh.png,2128,5124,32,156,0.2,4992,4.88,0.317,bright,0.02,0.404,False,False,0,2,32.8,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
ESP_093493_1390_RED.browse_enh.png,2248,1764,20,16,0.35,320,1.25,0.7,dark,0.05,0.169,False,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093493_1390_RED.browse_enh.png,2608,2608,28,20,0.36,560,1.4,0.543,dark,0.166,0.052,True,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093494_2015_MIRB.browse_enh.png,1160,2640,24,36,0.37,864,1.5,0.537,bright,0.093,0.006,True,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093494_2015_MIRB.browse_enh.png,1280,5904,32,12,0.62,384,2.67,0.542,dark,0.039,0.023,True,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093494_2015_MIRB.browse_enh.png,1516,6816,24,20,0.33,480,1.2,0.567,dark,0.0,0.0,False,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093494_2015_MRGB.browse_enh.png,1160,2640,24,36,0.37,864,1.5,0.537,bright,0.091,0.007,True,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093494_2015_MRGB.browse_enh.png,1280,5904,32,12,0.62,384,2.67,0.542,dark,0.039,0.023,True,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093494_2015_MRGB.browse_enh.png,1516,6816,24,20,0.33,480,1.2,0.567,dark,0.0,0.0,False,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093494_2015_RED.browse_enh.png,2380,5636,24,24,0.29,576,1.0,0.556,dark,0.089,0.0,False,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093494_2015_RED.browse_enh.png,1980,6056,148,36,0.04,5328,4.11,0.405,dark,0.047,0.131,False,False,0,2,32.8,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
ESP_093495_2105_MIRB.browse_enh.png,2344,3820,20,24,0.33,480,1.2,0.567,dark,0.002,0.004,False,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093495_2105_RED.browse_enh.png,380,2692,28,32,0.3,896,1.14,0.268,dark,0.055,0.017,False,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093496_1465_MIRB.browse_enh.png,932,4580,24,44,0.42,1056,1.83,0.273,dark,0.029,0.057,False,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093497_1560_MRGB.browse_enh.png,2996,5044,28,32,0.3,896,1.14,0.5,bright,0.04,0.0,False,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093497_1560_RED.browse_enh.png,2248,2700,32,16,0.48,512,2.0,0.5,bright,0.066,0.0,False,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093498_1385_MIRB.browse_enh.png,2368,2472,20,24,0.33,480,1.2,0.433,dark,0.173,0.0,True,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093498_1385_MRGB.browse_enh.png,2368,2472,20,24,0.33,480,1.2,0.433,dark,0.171,0.0,True,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093498_2095_MIRB.browse_enh.png,1308,4648,20,32,0.4,640,1.6,0.3,bright,0.263,0.017,False,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093498_2095_MRGB.browse_enh.png,2608,2884,32,16,0.48,512,2.0,0.5,bright,0.152,0.01,False,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093498_2095_MRGB.browse_enh.png,1308,4648,20,32,0.4,640,1.6,0.3,bright,0.258,0.017,False,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093498_2095_RED.browse_enh.png,1816,3644,48,28,0.38,1344,1.71,0.238,bright,0.115,0.076,False,False,2,3,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
Mars_Perseverance_Sol_1949__Front_Left_Hazard_Avoidance_Camera__Hazcam_enh.png,372,824,28,16,1.58,448,1.75,0.536,dark,0.0,0.004,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
Mars_Perseverance_Sol_1949__Front_Left_Hazard_Avoidance_Camera__Hazcam_enh.png,1336,864,28,12,1.7,336,2.33,0.667,dark,0.0,0.0,True,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
Mars_Perseverance_Sol_1949__Front_Left_Hazard_Avoidance_Camera__Hazcam_enh.png,504,1100,24,20,1.47,480,1.2,0.533,dark,0.0,0.0,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
Mars_Perseverance_Sol_1949__Front_Right_Hazard_Avoidance_Camera__Hazcam_enh.png,816,1056,20,32,1.54,640,1.6,0.45,bright,0.017,0.0,True,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
Mars_Perseverance_Sol_1949__Front_Right_Hazard_Avoidance_Camera__Hazcam_enh.png,848,1696,12,24,1.64,288,2.0,0.944,dark,0.0,0.007,True,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310024_enh.png,6000,3084,628,40,0.03,25120,15.7,0.301,bright,0.001,0.0,False,False,0,2,32.8,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310026_enh.png,5204,7060,24,12,1.64,288,2.0,0.667,bright,0.0,0.0,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310029_enh.png,2540,1996,40,16,1.71,640,2.5,0.475,dark,0.0,0.0,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310029_enh.png,1004,5972,20,16,1.49,320,1.25,0.7,bright,0.0,0.0,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310033_enh.png,3256,4744,20,72,0.16,1440,3.6,0.5,dark,0.0,0.0,True,False,0,2,32.8,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310033_enh.png,2096,5296,344,88,0.87,30272,3.91,0.189,bright,0.0,0.0,True,False,0,1,32.8,"Artifact: sparse/boxy, aligned to 8px grid: likely JPEG/JP2 compression artifact",compression
NHQ201905310034_enh.png,3776,4156,32,172,0.27,5504,5.38,0.355,dark,0.0,0.005,False,False,0,2,32.8,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310034_enh.png,3712,5508,28,28,1.42,784,1.0,0.531,dark,0.0,0.0,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310035_enh.png,5668,2380,80,20,0.23,1600,4.0,0.38,dark,0.014,0.008,False,False,0,2,32.8,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310035_enh.png,5420,3568,44,20,1.64,880,2.2,0.345,dark,0.006,0.04,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310035_enh.png,3956,4600,40,8,3.92,320,5.0,0.6,dark,0.0,0.097,False,False,0,1,32.8,"Artifact: thin, elongated: likely bad column/row, seam, or cosmic-ray trail",streak
NHQ201905310035_enh.png,5100,4948,36,12,0.11,432,3.0,0.556,bright,0.056,0.019,False,False,0,2,32.8,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310037_enh.png,6236,504,16,20,1.49,320,1.25,0.6,dark,0.006,0.0,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310037_enh.png,7396,6092,24,104,0.24,2496,4.33,0.404,bright,0.0,0.005,False,False,0,2,32.8,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310038_enh.png,1216,1516,32,12,1.76,384,2.67,0.542,dark,0.0,0.185,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310039_enh.png,5328,1876,48,16,0.09,768,3.0,0.458,dark,0.0,0.0,False,False,0,2,32.8,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310040_enh.png,364,3396,28,16,1.58,448,1.75,0.5,bright,0.022,0.069,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310043_enh.png,2420,2152,188,36,0.16,6768,5.22,0.189,bright,0.008,0.08,False,False,0,2,32.8,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310043_enh.png,360,4436,28,12,1.7,336,2.33,0.571,dark,0.0,0.0,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310044_enh.png,8340,368,20,16,1.49,320,1.25,0.6,bright,0.0,0.0,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310044_enh.png,8300,752,16,24,1.54,384,1.5,0.583,bright,0.0,0.008,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310044_enh.png,6076,2416,144,24,0.5,3456,6.0,0.356,bright,0.091,0.0,False,False,0,2,32.8,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201905310044_enh.png,456,4588,16,20,1.49,320,1.25,0.6,dark,0.0,0.044,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310044_enh.png,8692,6296,12,20,1.58,240,1.67,0.8,bright,0.0,0.0,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310045_enh.png,8436,3820,32,12,1.76,384,2.67,0.5,dark,0.0,0.424,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201906010001_enh.png,164,6260,28,24,1.46,672,1.17,0.5,bright,0.061,0.049,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201906010004_enh.png,8504,4184,16,52,0.13,832,3.25,0.327,bright,0.032,0.105,True,False,0,2,32.8,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201906010004_enh.png,3048,5196,32,16,1.62,512,2.0,0.562,bright,0.158,0.002,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201906010006_enh.png,7332,832,36,20,1.57,720,1.8,0.378,bright,0.0,0.0,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201906010006_enh.png,6396,3056,16,72,0.35,1152,4.5,0.292,bright,0.0,0.109,False,False,0,2,32.8,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201906010006_enh.png,5388,3500,20,32,1.54,640,1.6,0.5,bright,0.0,0.0,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201906010007_enh.png,172,412,24,24,1.43,576,1.0,0.583,dark,0.0,0.0,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201906010007_enh.png,3420,3192,80,24,0.08,1920,3.33,0.367,bright,0.043,0.019,False,False,0,2,32.8,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
NHQ201906010007_enh.png,6660,4104,532,132,0.9,70224,4.03,0.135,bright,0.009,0.004,False,False,0,1,32.8,Artifact: large thin region: likely ridgeline/scan artifact rather than discrete object,elongated_large
PIA12235_enh.png,920,408,36,12,0.11,432,3.0,0.481,dark,0.176,0.5,True,False,0,2,32.8,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
PIA12235_enh.png,1092,408,36,12,0.11,432,3.0,0.481,dark,0.181,0.5,False,False,0,2,32.8,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
PIA12235_enh.png,192,1340,16,88,0.52,1408,5.5,0.318,bright,0.103,0.107,False,False,0,2,32.8,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
PIA13227_enh.png,1608,1440,32,12,1.76,384,2.67,0.667,dark,0.005,0.083,True,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
PIA13496_enh.png,1084,864,24,24,1.43,576,1.0,0.472,bright,0.042,0.066,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
PIA13642_enh.png,416,1888,28,16,1.58,448,1.75,0.536,dark,0.0,0.15,True,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
PIA13998_enh.png,932,1924,32,140,0.14,4480,4.38,0.35,bright,0.056,0.354,False,False,0,2,32.8,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
PIA13998_enh.png,1600,3692,16,36,1.67,576,2.25,0.472,bright,0.0,0.0,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116858127ME_pyr_enh.png,248,15820,12,24,1.64,288,2.0,0.667,bright,0.153,0.163,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116858127ME_pyr_enh.png,668,16552,40,24,1.53,960,1.67,0.683,bright,0.116,0.243,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116860067ME_pyr_enh.png,1080,1244,36,16,1.67,576,2.25,0.611,bright,0.248,0.071,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116860067ME_pyr_enh.png,508,4704,20,28,1.51,560,1.4,0.457,bright,0.105,0.029,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116860262ME_pyr_enh.png,264,2156,16,28,1.58,448,1.75,0.536,bright,0.036,0.147,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116860262ME_pyr_enh.png,1664,4128,16,16,1.45,256,1.0,0.812,bright,0.117,0.0,True,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116860460ME_pyr_enh.png,116,1148,20,28,1.51,560,1.4,0.429,bright,0.055,0.236,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116860460ME_pyr_enh.png,272,3432,16,28,1.58,448,1.75,0.464,bright,0.02,0.094,True,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116860460ME_pyr_enh.png,288,6020,24,16,1.54,384,1.5,0.625,bright,0.091,0.0,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116860460ME_pyr_enh.png,1896,8572,28,24,1.46,672,1.17,0.524,bright,0.027,0.028,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116860852ME_pyr_enh.png,144,3216,20,60,0.06,1200,3.0,0.48,bright,0.068,0.21,True,False,0,2,32.8,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
M116861050ME_pyr_enh.png,1640,7388,16,20,1.49,320,1.25,0.65,bright,0.022,0.103,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861245ME_pyr_enh.png,1408,1076,52,64,0.74,3328,1.23,0.471,bright,0.344,0.25,False,False,0,2,32.8,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
M116861245ME_pyr_enh.png,1180,8164,32,12,1.76,384,2.67,0.667,dark,0.005,0.383,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861500ME_pyr_enh.png,1096,3696,20,16,1.49,320,1.25,0.6,bright,0.006,0.034,True,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861500ME_pyr_enh.png,508,7208,12,40,0.17,480,3.33,0.567,dark,0.0,0.321,False,False,0,2,32.8,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
M116861500ME_pyr_enh.png,8,19596,36,340,0.66,12240,9.44,0.325,bright,0.022,0.173,False,False,0,2,32.8,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
M116862038ME_pyr_enh.png,700,5180,20,36,1.57,720,1.8,0.4,bright,0.001,0.031,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862038ME_pyr_enh.png,884,5936,28,28,1.42,784,1.0,0.49,bright,0.089,0.036,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862038ME_pyr_enh.png,1756,6020,12,20,1.58,240,1.67,0.867,dark,0.0,0.592,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862430ME_pyr_enh.png,688,996,24,12,1.64,288,2.0,0.778,bright,0.097,0.0,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862430ME_pyr_enh.png,1664,4032,24,16,1.54,384,1.5,0.542,bright,0.0,0.008,True,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862430ME_pyr_enh.png,1944,4680,16,24,1.54,384,1.5,0.542,bright,0.044,0.0,True,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862430ME_pyr_enh.png,1116,5432,24,12,1.64,288,2.0,0.667,bright,0.0,0.0,False,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862430ME_pyr_enh.png,1272,6224,40,20,1.61,800,2.0,0.46,bright,0.006,0.003,True,False,0,2,32.8,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
